POSITIONS,,,,,,,,,,,,,
15 Sep 2020 (Tue),-1542,14:55,1441/-2271,-,101.55 (0.46%),20.82 - 20.65,-,196.60 (22236.00-22432.60),3487.50 (281.45-141.95 = -139.50) 22200PE,-2529.75 (337.3-438.49 = 101.19) 22200CE 14:38:00,-1250.00 (337.3-387.3 = 50.00) 22200CE 14:30:00,-1250.00 (281.45-331.45 = 50.00) 22200PE 10:05:00,
16 Sep 2020 (Wed),-2500,13:44,1421/-5711,Stop Loss Hit,10.65 (0.05%),20.39 - 19.75,-,146.20 (22461.60-22607.80),-1685.25 (224.7-292.11 = 67.41) 22500PE 11:12:00,207.50 (203.5-195.2 = -8.30) 22500CE,207.50 (203.5-195.2 = -8.30) 22500CE,-1250.00 (224.7-274.7 = 50.00) 22500PE 11:12:00,
17 Sep 2020 (Thu),-2500,11:45,2676/-3560,Stop Loss Hit,-221.55 (-0.98%),19.89 - 20.15,-,-29.05 (22378.80-22349.75),-438.75 (112.05-129.6 = 17.55) 22400PE,-765.00 (102-132.6 = 30.60) 22400CE 10:31:00,-1250.00 (102-152 = 50.00) 22400CE 10:40:00,-438.75 (112.05-129.6 = 17.55) 22400PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
18 Sep 2020 (Fri),4256,14:55,6130/-1469,-,119 (0.53%),19.54 - 20.31,-,-411.10 (22404.45-21993.35),-2406.00 (320.8-417.04 = 96.24) 22400PE 14:20:00,3956.25 (384.65-226.4 = -158.25) 22400CE,3956.25 (384.65-226.4 = -158.25) 22400CE,-1250.00 (320.8-370.8 = 50.00) 22400PE 10:41:00,
21 Sep 2020 (Mon),-2500,13:39,1122/-2756,Stop Loss Hit,-47.65 (-0.22%),20.3 - 21.81,-,-439.55 (21914.10-21474.55),-1475.00 (321-380 = 59.00) 21900PE,1405.00 (345-288.8 = -56.20) 21900CE,-1250.00 (345-395 = 50.00) 21900CE 10:23:00,-1250.00 (321-371 = 50.00) 21900PE 13:39:00,
22 Sep 2020 (Tue),-2500,10:48,2858/-7379,Stop Loss Hit,78.45 (0.37%),22.7 - 21.71,-,-145.15 (21228.05-21082.90),683.75 (291.35-264 = -27.35) 21200PE,-2694.00 (359.2-466.96 = 107.76) 21200CE 10:06:00,-1250.00 (359.2-409.2 = 50.00) 21200CE 10:05:00,683.75 (291.35-264 = -27.35) 21200PE,
23 Sep 2020 (Wed),-327,14:55,4339/-1175,-,211.7 (1%),20.68 - 21.21,-,4.75 (21156.10-21160.85),-1575.00 (210-273 = 63.00) 21200PE 13:41:00,1248.75 (197-147.05 = -49.95) 21200CE,1248.75 (197-147.05 = -49.95) 21200CE,-1250.00 (210-260 = 50.00) 21200PE 13:41:00,
24 Sep 2020 (Thu),3159,14:55,3163/-547,-,-279.7 (-1.32%),21.68 - 23.11,-,-295.25 (20892.35-20597.10),-820.75 (109.45-142.28 = 32.83) 20900PE 10:26:00,2615.00 (105.45-0.85 = -104.60) 20900CE,2615.00 (105.45-0.85 = -104.60) 20900CE,-1250.00 (109.45-159.45 = 50.00) 20900PE 10:28:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
25 Sep 2020 (Fri),-2500,12:20,998/-3769,Stop Loss Hit,283.95 (1.39%),22.18 - 20.87,-,441.15 (20560.60-21001.75),1476.25 (424-364.95 = -59.05) 20600PE,-2745.50 (366.05-475.87 = 109.82) 20600CE 12:20:00,-1250.00 (366.05-416.05 = 50.00) 20600CE 12:14:00,-1250.00 (424-474 = 50.00) 20600PE 10:18:00,
28 Sep 2020 (Mon),4920,14:55,5642/-716,-,169.7 (0.81%),20.73 - 19.81,Day Open > PDH,278.05 (21340.65-21618.70),4446.25 (326.4-148.55 = -177.85) 21300PE,-2722.00 (362.95-471.83 = 108.88) 21300CE 11:26:00,-1250.00 (362.95-412.95 = 50.00) 21300CE 10:49:00,4446.25 (326.4-148.55 = -177.85) 21300PE,
29 Sep 2020 (Tue),3108,14:55,3289/-238,-,105.4 (0.49%),19.37 - 19.89,Day Open > PDH,-59.45 (21467.95-21408.50),881.25 (272.2-236.95 = -35.25) 21500PE,1738.75 (257.8-188.25 = -69.55) 21500CE,1738.75 (257.8-188.25 = -69.55) 21500CE,-1250.00 (272.2-322.2 = 50.00) 21500PE 10:50:00,
30 Sep 2020 (Wed),2810,14:55,3804/-1130,-,-6.05 (-0.03%),20.09 - 19.57,-,287.55 (21143.25-21430.80),2765.00 (166.5-55.9 = -110.60) 21100PE,-1470.00 (196-254.8 = 58.80) 21100CE 10:29:00,-1250.00 (196-246 = 50.00) 21100CE 10:29:00,2765.00 (166.5-55.9 = -110.60) 21100PE,
1 Oct 2020 (Thu),4473,14:55,4479/0,-,233.45 (1.09%),18.74 - 18.39,Day Open > PDH,366.75 (21859.30-22226.05),3188.75 (128.25-0.7 = -127.55) 21900PE,-653.75 (87.15-113.3 = 26.15) 21900CE 10:01:00,-1250.00 (87.15-137.15 = 50.00) 21900CE 10:10:00,3188.75 (128.25-0.7 = -127.55) 21900PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
5 Oct 2020 (Mon),4818,14:55,7135/-1296,-,106.1 (0.48%),19.74 - 19.67,Day Open > PDH,-292.55 (22706.05-22413.50),-2559.00 (341.2-443.56 = 102.36) 22700PE 11:40:00,4313.75 (364.95-192.4 = -172.55) 22700CE,4313.75 (364.95-192.4 = -172.55) 22700CE,-1250.00 (341.2-391.2 = 50.00) 22700PE 10:23:00,
6 Oct 2020 (Tue),4282,14:55,4856/-1148,-,302.1 (1.35%),19.74 - 19.69,-,256.60 (22580.40-22837.00),3738.75 (274.5-124.95 = -149.55) 22600PE,-1944.75 (259.3-337.09 = 77.79) 22600CE 14:34:00,-1250.00 (259.3-309.3 = 50.00) 22600CE 10:45:00,3738.75 (274.5-124.95 = -149.55) 22600PE,
7 Oct 2020 (Wed),-2500,12:45,1778/-3584,Stop Loss Hit,-16.75 (-0.07%),20.1 - 20.11,-,-19.25 (22957.75-22938.50),-1770.50 (236.05-306.87 = 70.82) 23000PE 11:02:00,17.50 (208.7-208 = -0.70) 23000CE,17.50 (208.7-208 = -0.70) 23000CE,-1250.00 (236.05-286.05 = 50.00) 23000PE 11:01:00,
8 Oct 2020 (Thu),-2500,14:31,4735/-4293,Stop Loss Hit,185.45 (0.81%),20.32 - 20.4,Day Open > PDH,-99.65 (23262.40-23162.75),-877.50 (144.9-180 = 35.10) 23300PE,-708.50 (94.45-122.79 = 28.34) 23300CE 11:10:00,-1250.00 (94.45-144.45 = 50.00) 23300CE 13:27:00,-877.50 (144.9-180 = 35.10) 23300PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
9 Oct 2020 (Fri),7301,14:55,8348/-496,-,121.25 (0.52%),20.86 - 20.38,-,560.80 (23264.70-23825.50),5708.75 (424.5-196.15 = -228.35) 23300PE,-2866.00 (382.15-496.79 = 114.64) 23300CE 10:43:00,-1250.00 (382.15-432.15 = 50.00) 23300CE 10:10:00,5708.75 (424.5-196.15 = -228.35) 23300PE,
12 Oct 2020 (Mon),-2500,10:35,6756/-2732,Stop Loss Hit,108.8 (0.46%),21.56 - 21.17,Day Open > PDH,-332.70 (24041.60-23708.90),-2600.75 (346.75-450.78 = 104.03) 24000PE 10:26:00,560.00 (421-398.6 = -22.40) 24000CE,560.00 (421-398.6 = -22.40) 24000CE,-1250.00 (346.75-396.75 = 50.00) 24000PE 10:02:00,
13 Oct 2020 (Tue),-2500,12:16,1435/-4523,Stop Loss Hit,-49.75 (-0.21%),21.37 - 20.74,-,-26.50 (23536.95-23510.45),287.50 (310.3-298.8 = -11.50) 23500PE,-2745.00 (366-475.8 = 109.80) 23500CE 10:40:00,-1250.00 (366-416 = 50.00) 23500CE 10:23:00,287.50 (310.3-298.8 = -11.50) 23500PE,
14 Oct 2020 (Wed),485,14:55,2704/-1726,-,-139.05 (-0.59%),20.85 - 20.32,Day Open < PDL,399.35 (23266.05-23665.40),4902.50 (263.2-67.1 = -196.10) 23300PE,-1916.75 (255.55-332.22 = 76.67) 23300CE 14:20:00,-1250.00 (255.55-305.55 = 50.00) 23300CE 14:20:00,-1250.00 (263.2-313.2 = 50.00) 23300PE 11:30:00,
15 Oct 2020 (Thu),4830,14:55,4835/-155,-,45.7 (0.19%),20.38 - 21.98,-,-772.15 (23999.10-23226.95),-837.50 (111.65-145.15 = 33.50) 24000PE 10:23:00,3458.75 (139.05-0.7 = -138.35) 24000CE,3458.75 (139.05-0.7 = -138.35) 24000CE,-1250.00 (111.65-161.65 = 50.00) 24000PE 10:24:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
16 Oct 2020 (Fri),3583,14:55,4789/-287,-,147.45 (0.64%),22.28 - 21.72,-,325.55 (23224.55-23550.10),4202.50 (417.2-249.1 = -168.10) 23200PE,-3571.25 (476.15-619 = 142.85) 23200CE 12:02:00,-1250.00 (476.15-526.15 = 50.00) 23200CE 10:48:00,4202.50 (417.2-249.1 = -168.10) 23200PE,
19 Oct 2020 (Mon),3479,14:55,4061/-2109,-,369.65 (1.57%),21.99 - 21.85,Day Open > PDH,221.50 (24069.85-24291.35),3676.25 (379.7-232.65 = -147.05) 24100PE,-2623.25 (349.75-454.68 = 104.93) 24100CE 13:16:00,-1250.00 (349.75-399.75 = 50.00) 24100CE 10:03:00,3676.25 (379.7-232.65 = -147.05) 24100PE,
20 Oct 2020 (Tue),564,14:55,2509/-1459,-,-149.4 (-0.62%),22.26 - 22.65,-,148.20 (24150.00-24298.20),2263.75 (301.15-210.6 = -90.55) 24100PE,-2713.50 (361.8-470.34 = 108.54) 24100CE 11:13:00,-1250.00 (361.8-411.8 = 50.00) 24100CE 10:44:00,2263.75 (301.15-210.6 = -90.55) 24100PE,
21 Oct 2020 (Wed),4241,14:55,8835/-46,-,132.4 (0.54%),22.6 - 23.16,Day Open > PDH,-249.85 (24738.90-24489.05),-1721.25 (229.5-298.35 = 68.85) 24700PE 13:20:00,3606.25 (277.25-133 = -144.25) 24700CE,3606.25 (277.25-133 = -144.25) 24700CE,-1250.00 (229.5-279.5 = 50.00) 24700PE 13:16:00,
22 Oct 2020 (Thu),-2500,11:29,2028/-5277,Stop Loss Hit,-187.7 (-0.76%),23.48 - 22.85,-,-93.65 (24524.20-24430.55),42.50 (165.95-164.25 = -1.70) 24500PE,-1533.25 (204.45-265.78 = 61.33) 24500CE 11:03:00,-1250.00 (204.45-254.45 = 50.00) 24500CE 11:01:00,42.50 (165.95-164.25 = -1.70) 24500PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
23 Oct 2020 (Fri),-2500,13:01,2113/-3293,Stop Loss Hit,185.05 (0.76%),22.46 - 21.91,-,-73.80 (24596.60-24522.80),-3101.00 (413.45-537.49 = 124.04) 24600PE 11:46:00,820.00 (467.3-434.5 = -32.80) 24600CE,820.00 (467.3-434.5 = -32.80) 24600CE,-1250.00 (413.45-463.45 = 50.00) 24600PE 10:34:00,
26 Oct 2020 (Mon),4624,14:55,6649/-59,-,47.5 (0.19%),22.78 - 22.95,-,-430.55 (24459.80-24029.25),-3023.00 (403.05-523.97 = 120.92) 24500PE 11:45:00,4448.75 (373.4-195.45 = -177.95) 24500CE,4448.75 (373.4-195.45 = -177.95) 24500CE,-1250.00 (403.05-453.05 = 50.00) 24500PE 11:35:00,
27 Oct 2020 (Tue),6600,14:55,6962/-148,-,212.6 (0.88%),23 - 22.24,-,494.90 (24244.95-24739.85),5247.50 (328.7-118.8 = -209.90) 24200PE,-2644.50 (352.6-458.38 = 105.78) 24200CE 11:46:00,-1250.00 (352.6-402.6 = 50.00) 24200CE 10:30:00,5247.50 (328.7-118.8 = -209.90) 24200PE,
28 Oct 2020 (Wed),7492,14:55,7886/-1304,-,-31.65 (-0.13%),22.71 - 23.11,-,-356.75 (24549.80-24193.05),-1994.75 (265.95-345.74 = 79.79) 24500PE 12:30:00,5368.75 (304.75-90 = -214.75) 24500CE,5368.75 (304.75-90 = -214.75) 24500CE,-1250.00 (265.95-315.95 = 50.00) 24500PE 10:03:00,
29 Oct 2020 (Thu),-2500,11:50,2920/-5110,Stop Loss Hit,-169 (-0.7%),23.6 - 24.09,-,-75.80 (24149.15-24073.35),-1162.50 (155-201.5 = 46.50) 24100PE 10:35:00,-408.75 (193.1-209.45 = 16.35) 24100CE,-408.75 (193.1-209.45 = 16.35) 24100CE,-1250.00 (155-205 = 50.00) 24100PE 10:35:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
30 Oct 2020 (Fri),-2500,11:27,1830/-3651,Stop Loss Hit,-1.85 (-0.01%),23.7 - 24.96,-,-242.25 (24145.10-23902.85),-3260.00 (537.95-668.35 = 130.40) 24100PE,3087.50 (557.7-434.2 = -123.50) 24100CE,-1250.00 (557.7-607.7 = 50.00) 24100CE 10:35:00,-1250.00 (537.95-587.95 = 50.00) 24100PE 11:00:00,
2 Nov 2020 (Mon),-2500,10:15,8268/-2504,Stop Loss Hit,466.7 (1.95%),25.79 - 25.27,Day Open > PDH,847.70 (24199.95-25047.65),1062.50 (460.8-418.3 = -42.50) 24200PE,-3378.00 (450.4-585.52 = 135.12) 24200CE 10:15:00,-1250.00 (450.4-500.4 = 50.00) 24200CE 10:05:00,1062.50 (460.8-418.3 = -42.50) 24200PE,
3 Nov 2020 (Tue),4022,14:55,5178/-719,-,215.5 (0.87%),24.93 - 24.28,-,310.90 (25308.75-25619.65),4306.25 (469.15-296.9 = -172.25) 25300PE,-3340.50 (445.4-579.02 = 133.62) 25300CE 12:41:00,-1250.00 (445.4-495.4 = 50.00) 25300CE 10:20:00,4306.25 (469.15-296.9 = -172.25) 25300PE,
4 Nov 2020 (Wed),-2500,14:26,8379/-6609,Stop Loss Hit,-143.25 (-0.56%),22.72 - 23.14,-,171.95 (25627.90-25799.85),-2863.50 (381.8-496.34 = 114.54) 25600PE 10:16:00,707.50 (375.15-346.85 = -28.30) 25600CE,707.50 (375.15-346.85 = -28.30) 25600CE,-1250.00 (381.8-431.8 = 50.00) 25600PE 10:14:00,
5 Nov 2020 (Thu),-2500,11:18,1169/-4740,Stop Loss Hit,403.2 (1.56%),21.37 - 21.11,Day Open > PDH,152.50 (26135.80-26288.30),-1085.75 (144.75-188.18 = 43.43) 26100PE 10:34:00,-295.00 (154.1-165.9 = 11.80) 26100CE,-295.00 (154.1-165.9 = 11.80) 26100CE,-1250.00 (144.75-194.75 = 50.00) 26100PE 10:34:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
6 Nov 2020 (Fri),-2500,10:53,6232/-2548,Stop Loss Hit,-39 (-0.15%),20.08 - 20.55,-,373.15 (26358.70-26731.85),-817.50 (493.3-526 = 32.70) 26400PE,336.25 (377.7-364.25 = -13.45) 26400CE,-1250.00 (377.7-427.7 = 50.00) 26400CE 10:04:00,-817.50 (493.3-526 = 32.70) 26400PE,
9 Nov 2020 (Mon),-2500,10:56,1004/-7251,Stop Loss Hit,290 (1.08%),20.65 - 20.18,Day Open > PDH,116.45 (27382.55-27499.00),-3308.00 (441.05-573.37 = 132.32) 27400PE 10:49:00,1000.00 (401.25-361.25 = -40.00) 27400CE,1000.00 (401.25-361.25 = -40.00) 27400CE,-1250.00 (441.05-491.05 = 50.00) 27400PE 10:42:00,
10 Nov 2020 (Tue),6937,14:55,7346/-1454,-,505.35 (1.84%),20.53 - 21.5,Day Open > PDH,385.65 (28195.00-28580.65),5368.75 (413.95-199.2 = -214.75) 28200PE,-2550.00 (340-442 = 102.00) 28200CE 10:51:00,-1250.00 (340-390 = 50.00) 28200CE 10:14:00,5368.75 (413.95-199.2 = -214.75) 28200PE,
11 Nov 2020 (Wed),-2500,11:23,4120/-4225,Stop Loss Hit,107.15 (0.37%),21.71 - 21.7,-,32.15 (28798.85-28831.00),-2883.50 (384.45-499.79 = 115.34) 28800PE 11:22:00,2725.00 (336.35-227.35 = -109.00) 28800CE,-1250.00 (336.35-386.35 = 50.00) 28800CE 10:30:00,-1250.00 (384.45-434.45 = 50.00) 28800PE 11:15:00,
12 Nov 2020 (Thu),-2500,12:30,7781/-3159,Stop Loss Hit,-211.25 (-0.73%),21.22 - 20.79,-,-237.45 (28439.40-28201.95),-1249.25 (166.55-216.52 = 49.97) 28400PE 12:16:00,-330.00 (206.7-219.9 = 13.20) 28400CE,-330.00 (206.7-219.9 = 13.20) 28400CE,-1250.00 (166.55-216.55 = 50.00) 28400PE 12:16:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
13 Nov 2020 (Fri),10816,14:55,11251/-1283,-,-170.1 (-0.6%),19.95 - 19.82,-,653.00 (27832.80-28485.80),7881.25 (468.25-153 = -315.25) 27800PE,-3695.75 (492.75-640.58 = 147.83) 27800CE 10:24:00,-1250.00 (492.75-542.75 = 50.00) 27800CE 10:18:00,7881.25 (468.25-153 = -315.25) 27800PE,
17 Nov 2020 (Tue),-2500,14:11,2854/-2858,Stop Loss Hit,197.95 (0.69%),19.68 - 19.66,Day Open > PDH,67.35 (29053.95-29121.30),-3042.50 (405.65-527.35 = 121.70) 29100PE 10:38:00,867.50 (321.75-287.05 = -34.70) 29100CE,867.50 (321.75-287.05 = -34.70) 29100CE,-1250.00 (405.65-455.65 = 50.00) 29100PE 10:22:00,
18 Nov 2020 (Wed),511,14:55,1294/-1743,-,-73.4 (-0.25%),19.42 - 19.07,-,303.40 (29429.80-29733.20),4937.50 (265.9-68.4 = -197.50) 29400PE,-1926.00 (256.8-333.84 = 77.04) 29400CE 13:40:00,-1250.00 (256.8-306.8 = 50.00) 29400CE 13:40:00,-1250.00 (265.9-315.9 = 50.00) 29400PE 11:20:00,
19 Nov 2020 (Thu),2640,14:55,2644/-1914,-,-447.25 (-1.5%),19.65 - 19.66,-,-496.30 (29550.35-29054.05),-1236.75 (164.9-214.37 = 49.47) 29600PE 10:41:00,2563.75 (102.95-0.4 = -102.55) 29600CE,2563.75 (102.95-0.4 = -102.55) 29600CE,-1250.00 (164.9-214.9 = 50.00) 29600PE 10:41:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
20 Nov 2020 (Fri),-2500,10:47,1035/-9824,Stop Loss Hit,32.7 (0.11%),19.28 - 19.63,-,421.50 (28885.80-29307.30),-1871.25 (501.15-576 = 74.85) 28900PE,1717.50 (475.45-406.75 = -68.70) 28900CE,-1250.00 (475.45-525.45 = 50.00) 28900CE 10:00:00,-1250.00 (501.15-551.15 = 50.00) 28900PE 10:45:00,
23 Nov 2020 (Mon),-2500,11:24,1459/-8534,Stop Loss Hit,196.8 (0.67%),19.74 - 20.7,Day Open > PDH,5.85 (29080.20-29086.05),-3447.25 (459.65-597.54 = 137.89) 29100PE 10:46:00,1067.50 (445.2-402.5 = -42.70) 29100CE,1067.50 (445.2-402.5 = -42.70) 29100CE,-1250.00 (459.65-509.65 = 50.00) 29100PE 10:00:00,
24 Nov 2020 (Tue),4718,14:55,4963/-1480,-,241.4 (0.83%),20.61 - 21.82,-,240.45 (29471.95-29712.40),4208.75 (388.35-220 = -168.35) 29500PE,-2449.25 (326.55-424.52 = 97.97) 29500CE 14:33:00,-1250.00 (326.55-376.55 = 50.00) 29500CE 10:15:00,4208.75 (388.35-220 = -168.35) 29500PE,
25 Nov 2020 (Wed),8771,14:55,8810/-1122,-,284.65 (0.96%),21.47 - 22.84,Day Open > PDH,-860.65 (30165.65-29305.00),-2286.50 (304.85-396.31 = 91.46) 30200PE 10:28:00,6153.75 (274.25-28.1 = -246.15) 30200CE,6153.75 (274.25-28.1 = -246.15) 30200CE,-1250.00 (304.85-354.85 = 50.00) 30200PE 10:23:00,
26 Nov 2020 (Thu),-2500,10:30,1782/-5176,Stop Loss Hit,174 (0.6%),20.97 - 19.75,-,331.10 (29092.90-29424.00),-267.50 (194.95-205.65 = 10.70) 29100PE,-1215.00 (162-210.6 = 48.60) 29100CE 10:15:00,-1250.00 (162-212 = 50.00) 29100CE 10:15:00,-267.50 (194.95-205.65 = 10.70) 29100PE,
,,,,,,,,,,,,,
